NAME,YEAR,MONTH,DAY,PERIOD,BAND,VALUE
SAN_ISIDRO-TG+TV-FSTVD_GN_B,2026,5,9,1,1,0
SAN_ISIDRO-TG+TV-FSTVD_GN_C,2026,5,9,1,1,0
SAN_ISIDRO-TG+TV-FSTVD_GN_D,2026,5,9,1,1,0
SAN_ISIDRO-TG+TV-FSTVD_GN_E,2026,5,9,1,1,0
SAN_ISIDRO-TG+TV-FSTVD_GNL_A,2026,5,9,1,1,0
SAN_ISIDRO-TG+TV-FSTVD_GNL_B,2026,5,9,1,1,0
SAN_ISIDRO-TG+TV-FSTVD_GNL_C,2026,5,9,1,1,0
SAN_ISIDRO-TG+TV-FSTVD_GNL_D,2026,5,9,1,1,0
SAN_ISIDRO-TG+TV-FSTVD_GNL_E,2026,5,9,1,1,0
SAN_ISIDRO-TG+TV-FSTVD_GNL_F,2026,5,9,1,1,0
SAN_ISIDRO-TG+TV-FSTVD_GNL_INF,2026,5,9,1,1,0
SAN_ISIDRO-FA_GN_A,2026,5,9,1,1,0
SAN_ISIDRO-FA_GN_B,2026,5,9,1,1,0
SAN_ISIDRO-FA_GN_C,2026,5,9,1,1,0
SAN_ISIDRO-FA_GN_D,2026,5,9,1,1,0
SAN_ISIDRO-FA_GN_E,2026,5,9,1,1,0
SAN_ISIDRO-FA_GNL_A,2026,5,9,1,1,0
SAN_ISIDRO-FA_GNL_B,2026,5,9,1,1,0
SAN_ISIDRO-FA_GNL_C,2026,5,9,1,1,0
SAN_ISIDRO-FA_GNL_D,2026,5,9,1,1,0
SAN_ISIDRO-FA_GNL_E,2026,5,9,1,1,0
SAN_ISIDRO-FA_GNL_F,2026,5,9,1,1,0
SAN_ISIDRO-FA_GNL_INF,2026,5,9,1,1,0
SAN_ISIDRO_2-TG_DIE,2026,5,9,1,1,0
SAN_ISIDRO_2-TG_GN_A,2026,5,9,1,1,0
SAN_ISIDRO_2-TG_GN_B,2026,5,9,1,1,0
SAN_ISIDRO_2-TG_GN_C,2026,5,9,1,1,0
SAN_ISIDRO_2-TG_GN_D,2026,5,9,1,1,0
SAN_ISIDRO_2-TG_GN_E,2026,5,9,1,1,0
SAN_ISIDRO_2-TG_GNL_A,2026,5,9,1,1,0
SAN_ISIDRO_2-TG_GNL_B,2026,5,9,1,1,0
SAN_ISIDRO_2-TG_GNL_C,2026,5,9,1,1,0
SAN_ISIDRO_2-TG_GNL_D,2026,5,9,1,1,0
SAN_ISIDRO_2-TG_GNL_E,2026,5,9,1,1,0
SAN_ISIDRO_2-TG_GNL_F,2026,5,9,1,1,0
SAN_ISIDRO_2-TG_GNL_INF,2026,5,9,1,1,0
SAN_ISIDRO_2-TG+TV_DIE,2026,5,9,1,1,0
SAN_ISIDRO_2-TG+TV_GN_A,2026,5,9,1,1,292.71
SAN_ISIDRO_2-TG+TV_GN_B,2026,5,9,1,1,0
SAN_ISIDRO_2-TG+TV_GN_C,2026,5,9,1,1,0
SAN_ISIDRO_2-TG+TV_GN_D,2026,5,9,1,1,0
SAN_ISIDRO_2-TG+TV_GN_E,2026,5,9,1,1,0
SAN_ISIDRO_2-TG+TV_GNL_A,2026,5,9,1,1,0
SAN_ISIDRO_2-TG+TV_GNL_B,2026,5,9,1,1,0
SAN_ISIDRO_2-TG+TV_GNL_C,2026,5,9,1,1,0
SAN_ISIDRO_2-TG+TV_GNL_D,2026,5,9,1,1,0
SAN_ISIDRO_2-TG+TV_GNL_E,2026,5,9,1,1,0
SAN_ISIDRO_2-TG+TV_GNL_F,2026,5,9,1,1,0
SAN_ISIDRO_2-TG+TV_GNL_INF,2026,5,9,1,1,0
SAN_ISIDRO_2-TG+TV-FSTVU_DIE,2026,5,9,1,1,0
