NAME,YEAR,MONTH,DAY,PERIOD,VALUE
Gas_Enel_GN_C,2026,5,14,1,4.8532
Gas_Enel_GN_D,2026,5,7,1,6.0668
Gas_Enel_GN_D,2026,5,14,1,6.0668
Gas_EnelMejillones_GN_B,2026,5,7,1,0
Gas_EnelMejillones_GN_B,2026,5,14,1,0
Gas_EnelMejillones_GN_C,2026,5,7,1,0
Gas_EnelMejillones_GN_C,2026,5,14,1,0
Gas_EnelMejillones_GN_D,2026,5,7,1,0
Gas_EnelMejillones_GN_D,2026,5,14,1,0
Gas_Mejillones_GN_B,2026,5,7,1,0
Gas_Mejillones_GN_B,2026,5,14,1,0
Gas_Mejillones_GN_C,2026,5,7,1,0
Gas_Mejillones_GN_C,2026,5,14,1,0
Gas_Mejillones_GN_D,2026,5,7,1,0
Gas_Mejillones_GN_D,2026,5,14,1,0
Gas_Colbun_GN_B,2026,5,7,1,1.4
Gas_Colbun_GN_B,2026,5,14,1,1.4
Gas_Colbun_GN_C,2026,5,7,1,0
Gas_Colbun_GN_C,2026,5,14,1,0
Gas_Colbun_GN_D,2026,5,7,1,0
Gas_Colbun_GN_D,2026,5,14,1,0
Gas_Kelar_GN_B,2026,5,7,1,0
Gas_Kelar_GN_B,2026,5,14,1,0
Gas_Kelar_GN_C,2026,5,7,1,0
Gas_Kelar_GN_C,2026,5,14,1,0
Gas_Kelar_GN_D,2026,5,7,1,0
Gas_Kelar_GN_D,2026,5,14,1,0
Gas_NuevaRenca_GN_B,2026,5,7,1,1.75
Gas_NuevaRenca_GN_B,2026,5,14,1,1.75
Gas_NuevaRenca_GN_C,2026,5,7,1,4.2
Gas_NuevaRenca_GN_C,2026,5,14,1,4.2
Gas_NuevaRenca_GN_D,2026,5,7,1,0
Gas_NuevaRenca_GN_D,2026,5,14,1,0
Gas_Newen_GN_B,2026,5,7,1,0
Gas_Newen_GN_B,2026,5,14,1,0
Gas_Enel_GN_E,2026,5,7,1,0
Gas_Enel_GN_E,2026,5,14,1,0
GLP_TenoGas,2026,5,7,1,0.0027
GLP_TenoGas,2026,5,14,1,0.0027
Gas_Enap_A,2026,5,7,1,3.3602
Gas_Enap_A,2026,5,14,1,2.695
