NAME,YEAR,MONTH,DAY,PERIOD,VALUE
ATA-TG2B+0.5TV2C_GNL_B,2026,5,9,1,0.223408453
ATA-TG2B+0.5TV2C_GNL_C,2026,5,9,1,0.223408453
ATA-TG2B+0.5TV2C_GNL_D,2026,5,9,1,0.223408453
ATA-TG2B+0.5TV2C_GNL_E,2026,5,9,1,0.223408453
ATA-TG2B+0.5TV2C_GNL_X,2026,5,9,1,0.223408453
ATA-TG2B+0.5TV2C_GNL_INF,2026,5,9,1,0.223408453
CALLECALLE,2026,5,9,1,0.222257955
CANDELARIA_1_DIE,2026,5,9,1,0.236341891
CANDELARIA_1_GN_A,2026,5,9,1,0.324635083
CANDELARIA_1_GNL_A,2026,5,9,1,0.324635083
CANDELARIA_1_GNL_B,2026,5,9,1,0.324635083
CANDELARIA_1_GNL_C,2026,5,9,1,0.324635083
CANDELARIA_1_GNL_D,2026,5,9,1,0.324635083
CANDELARIA_1_GNL_E,2026,5,9,1,0.324635083
CANDELARIA_1_GNL_F,2026,5,9,1,0.324635083
CANDELARIA_1_GNL_G,2026,5,9,1,0.324635083
CANDELARIA_1_GNL_X,2026,5,9,1,0.324635083
CANDELARIA_1_GNL_INF,2026,5,9,1,0.324635083
CANDELARIA_2_DIE,2026,5,9,1,0.224036414
CANDELARIA_2_GN_A,2026,5,9,1,0.323764936
CANDELARIA_2_GNL_A,2026,5,9,1,0.323764936
CANDELARIA_2_GNL_B,2026,5,9,1,0.323764936
CANDELARIA_2_GNL_C,2026,5,9,1,0.323764936
CANDELARIA_2_GNL_D,2026,5,9,1,0.323764936
CANDELARIA_2_GNL_E,2026,5,9,1,0.323764936
CANDELARIA_2_GNL_F,2026,5,9,1,0.323764936
CANDELARIA_2_GNL_G,2026,5,9,1,0.323764936
CANDELARIA_2_GNL_X,2026,5,9,1,0.323764936
CANDELARIA_2_GNL_INF,2026,5,9,1,0.323764936
CARDONES,2026,5,9,1,0.241560279
CEMENTOS_BIOBIO_DIE,2026,5,9,1,0.345966818
CEMENTOS_BIOBIO_FO6,2026,5,9,1,0.347969762
COCHRANE_1,2026,5,9,1,0.36827383
COCHRANE_2,2026,5,9,1,0.363491564
CELCO_BL1,2026,5,9,1,1.341907838
CELCO_BL2,2026,5,9,1,0.31
CENIZAS_U2,2026,5,9,1,0.243169091
CERRO_DOMINADOR_CS,2026,5,9,1,0
CERRO_PABELLON_U1,2026,5,9,1,0
CERRO_PABELLON_U2,2026,5,9,1,0
CERRO_PABELLON_U3,2026,5,9,1,0
CHAGUAL,2026,5,9,1,0.214545455
CHILOE,2026,5,9,1,0.2138
CHOLGUAN_BL1,2026,5,9,1,1.427737379
CHOLGUAN_BL2,2026,5,9,1,0.32
CHUYACA,2026,5,9,1,0.248163636
CMPC_CORDILLERA_GN_A,2026,5,9,1,0.252688172
CMPC_CORDILLERA_GNL_B,2026,5,9,1,0.252688172
CMPC_CORDILLERA_GNL_A,2026,5,9,1,0.252688172
CMPC_LAJA_BL1,2026,5,9,1,1.0572
CMPC_LAJA_BL2,2026,5,9,1,1.0572
CMPC_LAJA_BL3,2026,5,9,1,1.0572
CMPC_LAJA_BL4,2026,5,9,1,1.0572
CMPC_LAJA_BL5,2026,5,9,1,0.617790476
CMPC_PACIFICO_BL1,2026,5,9,1,1.18
CMPC_PACIFICO_BL2,2026,5,9,1,1.18
CMPC_PACIFICO_BL3,2026,5,9,1,0.271340206
COLMITO_DIE,2026,5,9,1,0.200568437
COLMITO_GNL_A,2026,5,9,1,0.247169948
COLMITO_GNL_B,2026,5,9,1,0.247169948
COLMITO_GN_A,2026,5,9,1,0.247169948
COLMITO_GNL_INF,2026,5,9,1,0.247169948
COMBARBALA,2026,5,9,1,0.2178
CONCON,2026,5,9,1,0.207782516
CONSTITUCION-EGEN,2026,5,9,1,0.217428028
CORONEL_DIE,2026,5,9,1,0.221633092
CORONEL_GN_A,2026,5,9,1,0.274372683
CORONEL_GNL_A,2026,5,9,1,0.274372683
CORONEL_GNL_B,2026,5,9,1,0.274372683
DEGAN_NAVE12,2026,5,9,1,0.217909091
DEGAN_NAVE5,2026,5,9,1,0.254272727
DEGAN_2,2026,5,9,1,0.211545455
DIEGO_DE_ALMAGRO,2026,5,9,1,0.337
AGUAS_BLANCAS,2026,5,9,1,0.233769697
ARICA_GM,2026,5,9,1,0.249655859
ARICA_M1,2026,5,9,1,0.247624094
ARICA_M2,2026,5,9,1,0.2416079
LA_PORTADA,2026,5,9,1,0.216366667
MANTOS_BLANCOS,2026,5,9,1,0.221670368
EL_PENON,2026,5,9,1,0.2193
EL_SALVADOR,2026,5,9,1,0.340379624
EL_TOTORAL,2026,5,9,1,0.200090909
EMELDA_U1,2026,5,9,1,0.265454545
EMELDA_U2,2026,5,9,1,0.27571604
ENERGIA_PACIFICO,2026,5,9,1,1.5625
ERSA_BIOBIO,2026,5,9,1,0.45
ESCUADRON,2026,5,9,1,1.85
ESPERANZA_DS1,2026,5,9,1,0.2301
ESPERANZA_DS2,2026,5,9,1,0.202936364
ESPERANZA_TG1,2026,5,9,1,0.34543572
GUACOLDA_1,2026,5,9,1,0.396635776
GUACOLDA_2,2026,5,9,1,0.422847507
GUACOLDA_3,2026,5,9,1,0.366685837
GUACOLDA_4,2026,5,9,1,0.333022191
GUACOLDA_5,2026,5,9,1,0.380912987
HORCONES_DIE,2026,5,9,1,0.324881818
HORNITOS,2026,5,9,1,0.381577321
HUASCO-TG_U3_DIE,2026,5,9,1,0.348
HUASCO-TG_U3_IFO,2026,5,9,1,0.371
HUASCO-TG_U4_DIE,2026,5,9,1,0.348
HUASCO-TG_U4_IFO,2026,5,9,1,0.371
HUASCO-TG_U5_DIE,2026,5,9,1,0.348
HUASCO-TG_U5_IFO,2026,5,9,1,0.371
KELAR-TG1_DIE,2026,5,9,1,0.234621731
KELAR-TG1_GNL_A,2026,5,9,1,0.267108152
KELAR-TG1_GNL_B,2026,5,9,1,0.267108152
KELAR-TG1_GNL_C,2026,5,9,1,0.267108152
KELAR-TG1_GNL_D,2026,5,9,1,0.267108152
KELAR-TG1_GNL_E,2026,5,9,1,0.267108152
KELAR-TG1_GNL_X,2026,5,9,1,0.267108152
KELAR-TG1_GNL_INF,2026,5,9,1,0.267108152
KELAR-TG1+0.5TV_DIE,2026,5,9,1,0.16677619
KELAR-TG1+0.5TV_GNL_A,2026,5,9,1,0.182681182
KELAR-TG1+0.5TV_GNL_B,2026,5,9,1,0.182681182
KELAR-TG1+0.5TV_GNL_C,2026,5,9,1,0.182681182
KELAR-TG1+0.5TV_GNL_D,2026,5,9,1,0.182681182
KELAR-TG1+0.5TV_GNL_E,2026,5,9,1,0.182681182
KELAR-TG1+0.5TV_GNL_X,2026,5,9,1,0.182681182
KELAR-TG1+0.5TV_GNL_INF,2026,5,9,1,0.182681182
KELAR-TG1+TG2+TV_DIE,2026,5,9,1,0.165347143
KELAR-TG1+TG2+TV_GNL_A,2026,5,9,1,0.182361996
KELAR-TG1+TG2+TV_GNL_B,2026,5,9,1,0.182361996
KELAR-TG1+TG2+TV_GNL_C,2026,5,9,1,0.182361996
KELAR-TG1+TG2+TV_GNL_D,2026,5,9,1,0.182361996
KELAR-TG1+TG2+TV_GNL_E,2026,5,9,1,0.182361996
KELAR-TG1+TG2+TV_GNL_X,2026,5,9,1,0.182361996
KELAR-TG1+TG2+TV_GNL_INF,2026,5,9,1,0.182361996
KELAR-TG2_DIE,2026,5,9,1,0.234221606
KELAR-TG2_GNL_A,2026,5,9,1,0.267823173
KELAR-TG2_GNL_B,2026,5,9,1,0.267823173
KELAR-TG2_GNL_C,2026,5,9,1,0.267823173
KELAR-TG2_GNL_D,2026,5,9,1,0.267823173
KELAR-TG2_GNL_E,2026,5,9,1,0.267823173
KELAR-TG2_GNL_X,2026,5,9,1,0.267823173
KELAR-TG2_GNL_INF,2026,5,9,1,0.267823173
KELAR-TG2+0.5TV_DIE,2026,5,9,1,0.16690908
KELAR-TG2+0.5TV_GNL_A,2026,5,9,1,0.18320158
KELAR-TG2+0.5TV_GNL_B,2026,5,9,1,0.18320158
KELAR-TG2+0.5TV_GNL_C,2026,5,9,1,0.18320158
KELAR-TG2+0.5TV_GNL_D,2026,5,9,1,0.18320158
KELAR-TG2+0.5TV_GNL_E,2026,5,9,1,0.18320158
KELAR-TG2+0.5TV_GNL_X,2026,5,9,1,0.18320158
KELAR-TG2+0.5TV_GNL_INF,2026,5,9,1,0.18320158
LAGUNA_VERDE_TG,2026,5,9,1,0.264
LAGUNA_VERDE_TV,2026,5,9,1,0.412
CMPC_BUCALEMU_1,2026,5,9,1,2.66
CMPC_BUCALEMU_2,2026,5,9,1,0
LAS_VEGAS,2026,5,9,1,0.220581012
LAUTARO_1_BL1,2026,5,9,1,1.391553031
LAUTARO_1_BL2,2026,5,9,1,1.365227392
LAUTARO_2_BL1,2026,5,9,1,1.422114208
LAUTARO_2_BL2,2026,5,9,1,1.302031265
LICANTEN_BL1,2026,5,9,1,1.496067039
LICANTEN_BL2,2026,5,9,1,1.496067039
LINARES,2026,5,9,1,0.206454545
LLANOS_BLANCOS,2026,5,9,1,0.205128522
LOMA_LOS_COLORADOS_2,2026,5,9,1,1.356509042
ESPINOS_BL1,2026,5,9,1,0.208698864
ESPINOS_BL2,2026,5,9,1,0.205294318
LOS_GUINDOS,2026,5,9,1,0.253202579
LOS_GUINDOS_2,2026,5,9,1,0.242266271
LOS_PINOS,2026,5,9,1,0.191794898
LOS_VIENTOS_GNL_A,2026,5,9,1,0.300279313
LOS_VIENTOS,2026,5,9,1,0.258462267
LOS_VIENTOS-CNAVIA,2026,5,9,1,0.258462267
MASISA,2026,5,9,1,1.467579026
MAULE,2026,5,9,1,0.222209697
IE_MEJILLONES,2026,5,9,1,0.347838319
MEJILLONES_3-TG_DIE,2026,5,9,1,0.264843103
MEJILLONES_3-TG_GN_A,2026,5,9,1,0.317355141
MEJILLONES_3-TG_GNL_A,2026,5,9,1,0.317355141
MEJILLONES_3-TG_GNL_B,2026,5,9,1,0.317355141
MEJILLONES_3-TG_GNL_C,2026,5,9,1,0.317355141
MEJILLONES_3-TG_GNL_D,2026,5,9,1,0.317355141
MEJILLONES_3-TG_GNL_E,2026,5,9,1,0.317355141
MEJILLONES_3-TG_GNL_X,2026,5,9,1,0.317355141
MEJILLONES_3-TG_GNL_INF,2026,5,9,1,0.317355141
MEJILLONES_3-TG+TV_DIE,2026,5,9,1,0.169141774
MEJILLONES_3-TG+TV_GN_A,2026,5,9,1,0.207232082
MEJILLONES_3-TG+TV_GNL_A,2026,5,9,1,0.207232082
MEJILLONES_3-TG+TV_GNL_B,2026,5,9,1,0.207232082
MEJILLONES_3-TG+TV_GNL_C,2026,5,9,1,0.207232082
MEJILLONES_3-TG+TV_GNL_D,2026,5,9,1,0.207232082
MEJILLONES_3-TG+TV_GNL_E,2026,5,9,1,0.207232082
MEJILLONES_3-TG+TV_GNL_X,2026,5,9,1,0.207232082
MEJILLONES_3-TG+TV_GNL_INF,2026,5,9,1,0.207232082
NEHUENCO_1-FA_GN_A,2026,5,9,1,0.265053763
NEHUENCO_1-FA_GNL_A,2026,5,9,1,0.265053763
NEHUENCO_1-FA_GNL_B,2026,5,9,1,0.265053763
NEHUENCO_1-FA_GNL_C,2026,5,9,1,0.265053763
NEHUENCO_1-FA_GNL_D,2026,5,9,1,0.265053763
NEHUENCO_1-FA_GNL_E,2026,5,9,1,0.265053763
NEHUENCO_1-FA_GNL_F,2026,5,9,1,0.265053763
NEHUENCO_1-FA_GNL_G,2026,5,9,1,0.265053763
NEHUENCO_1-FA_GNL_X,2026,5,9,1,0.265053763
NEHUENCO_1-TG_GN_A,2026,5,9,1,0.286451613
NEHUENCO_1-TG_GNL_A,2026,5,9,1,0.286451613
NEHUENCO_1-TG_GNL_B,2026,5,9,1,0.286451613
NEHUENCO_1-TG_GNL_C,2026,5,9,1,0.286451613
NEHUENCO_1-TG_GNL_D,2026,5,9,1,0.286451613
NEHUENCO_1-TG_GNL_E,2026,5,9,1,0.286451613
NEHUENCO_1-TG_GNL_F,2026,5,9,1,0.286451613
NEHUENCO_1-TG_GNL_G,2026,5,9,1,0.286451613
NEHUENCO_1-TG_GNL_X,2026,5,9,1,0.286451613
NEHUENCO_1-TG_GNL_INF,2026,5,9,1,0.286451613
NEHUENCO_1-TG+TV_DIE,2026,5,9,1,0.155599119
NEHUENCO_1-TG+TV_GN_A,2026,5,9,1,0.191604988
NEHUENCO_1-TG+TV_GNL_A,2026,5,9,1,0.191604988
NEHUENCO_1-TG+TV_GNL_B,2026,5,9,1,0.191604988
NEHUENCO_1-TG+TV_GNL_C,2026,5,9,1,0.191604988
NEHUENCO_1-TG+TV_GNL_D,2026,5,9,1,0.191604988
NEHUENCO_1-TG+TV_GNL_E,2026,5,9,1,0.191604988
NEHUENCO_1-TG+TV_GNL_F,2026,5,9,1,0.191604988
NEHUENCO_1-TG+TV_GNL_G,2026,5,9,1,0.191604988
