YEAR,MONTH,DAY,PERIOD,RALCO,PANGUE,ANGOSTURA,CIPRESES,POLCURA,CANUTILLAR,PEHUENCHE,MACHICURA,COLBUN,L_Maule,ELTORO,RAPEL,ENEL_QUINTERO_GNL_INF,COLBUN_QUINTERO_GNL_INF,TAMAKAYA_MEJILLONES_GNL_INF,ENGIE_MEJILLONES_GNL_INF,ENEL_MEJILLONES_GNL_INF,,,,,,,,,,,,,,,,,,,
2026,5,9,11,13579.7011423611,804.608217592612,1302.747564814,2021.53154819084,12.4906919033599,12330.7696759259,1546.80613888889,204.871761067708,17411.832992866,17600.9865846329,64651.4769675926,6270.75965375738,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
2026,5,9,12,13579.7011423611,804.608217592612,1302.747564814,2021.53154819084,12.4906919033599,12330.7696759259,1546.80613888889,204.871761067708,17411.832992866,17600.9865846329,64651.4769675926,6270.75965375738,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
2026,5,9,13,13579.7011423611,804.608217592612,1302.747564814,2021.53154819084,12.4906919033599,12330.7696759259,1546.80613888889,204.871761067708,17411.832992866,17600.9865846329,64651.4769675926,6270.75965375738,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
2026,5,9,14,13579.7011423611,804.608217592612,1302.747564814,2021.53154819084,12.4906919033599,12330.7696759259,1546.80613888889,204.871761067708,17411.832992866,17600.9865846329,64651.4769675926,6270.75965375738,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
2026,5,9,15,13579.7011423611,804.608217592612,1302.747564814,2021.53154819084,12.4906919033599,12330.7696759259,1546.80613888889,204.871761067708,17411.832992866,17600.9865846329,64651.4769675926,6270.75965375738,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
2026,5,9,16,13579.7011423611,804.608217592612,1302.747564814,2021.53154819084,12.4906919033599,12330.7696759259,1546.80613888889,204.871761067708,17411.832992866,17600.9865846329,64651.4769675926,6270.75965375738,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
2026,5,9,17,13579.7011423611,804.608217592612,1302.747564814,2021.53154819084,12.4906919033599,12330.7696759259,1546.80613888889,204.871761067708,17411.832992866,17600.9865846329,64651.4769675926,6270.75965375738,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
2026,5,9,18,13579.7011423611,804.608217592612,1302.747564814,2021.53154819084,12.4906919033599,12330.7696759259,1546.80613888889,204.871761067708,17411.832992866,17600.9865846329,64651.4769675926,6270.75965375738,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
2026,5,9,19,13579.7011423611,804.608217592612,1302.747564814,2021.53154819084,12.4906919033599,12330.7696759259,1546.80613888889,204.871761067708,17411.832992866,17600.9865846329,64651.4769675926,6270.75965375738,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
2026,5,9,20,13579.7011423611,804.608217592612,1302.747564814,2021.53154819084,12.4906919033599,12330.7696759259,1546.80613888889,204.871761067708,17411.832992866,17600.9865846329,64651.4769675926,6270.75965375738,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
2026,5,9,21,13579.7011423611,804.608217592612,1302.747564814,2021.53154819084,12.4906919033599,12330.7696759259,1546.80613888889,204.871761067708,17411.832992866,17600.9865846329,64651.4769675926,6270.75965375738,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
2026,5,9,22,13579.7011423611,804.608217592612,1302.747564814,2021.53154819084,12.4906919033599,12330.7696759259,1546.80613888889,204.871761067708,17411.832992866,17600.9865846329,64651.4769675926,6270.75965375738,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
2026,5,9,23,13579.7011423611,804.608217592612,1302.747564814,2021.53154819084,12.4906919033599,12330.7696759259,1546.80613888889,204.871761067708,17411.832992866,17600.9865846329,64651.4769675926,6270.75965375738,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
2026,5,9,24,13579.7011423611,804.608217592612,1302.747564814,2021.53154819084,12.4906919033599,12330.7696759259,1546.80613888889,204.871761067708,17411.832992866,17600.9865846329,64651.4769675926,6270.75965375738,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
2026,5,10,1,13579.7011423611,832.870370370381,1302.747564814,2021.53154819084,12.4906919033599,12330.7696759259,1546.80613888889,204.871761067708,17411.832992866,17600.9865846329,64651.4769675926,6270.75965375738,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
2026,5,10,2,13579.7011423611,832.870370370381,1302.747564814,2021.53154819084,12.4906919033599,12330.7696759259,1546.80613888889,204.871761067708,17411.832992866,17600.9865846329,64651.4769675926,6270.75965375738,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
2026,5,10,3,13579.7011423611,832.870370370381,1302.747564814,2021.53154819084,12.4906919033599,12330.7696759259,1546.80613888889,204.871761067708,17411.832992866,17600.9865846329,64651.4769675926,6270.75965375738,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
2026,5,10,4,13579.7011423611,832.870370370381,1302.747564814,2021.53154819084,12.4906919033599,12330.7696759259,1546.80613888889,204.871761067708,17411.832992866,17600.9865846329,64651.4769675926,6270.75965375738,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
2026,5,10,5,13579.7011423611,832.870370370381,1302.747564814,2021.53154819084,12.4906919033599,12330.7696759259,1546.80613888889,204.871761067708,17411.832992866,17600.9865846329,64651.4769675926,6270.75965375738,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
2026,5,10,6,13579.7011423611,832.870370370381,1302.747564814,2021.53154819084,12.4906919033599,12330.7696759259,1546.80613888889,204.871761067708,17411.832992866,17600.9865846329,64651.4769675926,6270.75965375738,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
2026,5,10,7,13579.7011423611,832.870370370381,1302.747564814,2021.53154819084,12.4906919033599,12330.7696759259,1546.80613888889,204.871761067708,17411.832992866,17600.9865846329,64651.4769675926,6270.75965375738,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
2026,5,10,8,13579.7011423611,832.870370370381,1302.747564814,2021.53154819084,12.4906919033599,12330.7696759259,1546.80613888889,204.871761067708,17411.832992866,17600.9865846329,64651.4769675926,6270.75965375738,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
2026,5,10,9,13579.7011423611,832.870370370381,1302.747564814,2021.53154819084,12.4906919033599,12330.7696759259,1546.80613888889,204.871761067708,17411.832992866,17600.9865846329,64651.4769675926,6270.75965375738,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
2026,5,10,10,13579.7011423611,832.870370370381,1302.747564814,2021.53154819084,12.4906919033599,12330.7696759259,1546.80613888889,204.871761067708,17411.832992866,17600.9865846329,64651.4769675926,6270.75965375738,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
2026,5,10,11,13579.7011423611,832.870370370381,1302.747564814,2021.53154819084,12.4906919033599,12330.7696759259,1546.80613888889,204.871761067708,17411.832992866,17600.9865846329,64651.4769675926,6270.75965375738,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
2026,5,10,12,13579.7011423611,832.870370370381,1302.747564814,2021.53154819084,12.4906919033599,12330.7696759259,1546.80613888889,204.871761067708,17411.832992866,17600.9865846329,64651.4769675926,6270.75965375738,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
2026,5,10,13,13579.7011423611,832.870370370381,1302.747564814,2021.53154819084,12.4906919033599,12330.7696759259,1546.80613888889,204.871761067708,17411.832992866,17600.9865846329,64651.4769675926,6270.75965375738,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
2026,5,10,14,13579.7011423611,832.870370370381,1302.747564814,2021.53154819084,12.4906919033599,12330.7696759259,1546.80613888889,204.871761067708,17411.832992866,17600.9865846329,64651.4769675926,6270.75965375738,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
2026,5,10,15,13579.7011423611,832.870370370381,1302.747564814,2021.53154819084,12.4906919033599,12330.7696759259,1546.80613888889,204.871761067708,17411.832992866,17600.9865846329,64651.4769675926,6270.75965375738,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
2026,5,10,16,13579.7011423611,832.870370370381,1302.747564814,2021.53154819084,12.4906919033599,12330.7696759259,1546.80613888889,204.871761067708,17411.832992866,17600.9865846329,64651.4769675926,6270.75965375738,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
2026,5,10,17,13579.7011423611,832.870370370381,1302.747564814,2021.53154819084,12.4906919033599,12330.7696759259,1546.80613888889,204.871761067708,17411.832992866,17600.9865846329,64651.4769675926,6270.75965375738,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
2026,5,10,18,13579.7011423611,832.870370370381,1302.747564814,2021.53154819084,12.4906919033599,12330.7696759259,1546.80613888889,204.871761067708,17411.832992866,17600.9865846329,64651.4769675926,6270.75965375738,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
2026,5,10,19,13579.7011423611,832.870370370381,1302.747564814,2021.53154819084,12.4906919033599,12330.7696759259,1546.80613888889,204.871761067708,17411.832992866,17600.9865846329,64651.4769675926,6270.75965375738,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
2026,5,10,20,13579.7011423611,832.870370370381,1302.747564814,2021.53154819084,12.4906919033599,12330.7696759259,1546.80613888889,204.871761067708,17411.832992866,17600.9865846329,64651.4769675926,6270.75965375738,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
2026,5,10,21,13579.7011423611,832.870370370381,1302.747564814,2021.53154819084,12.4906919033599,12330.7696759259,1546.80613888889,204.871761067708,17411.832992866,17600.9865846329,64651.4769675926,6270.75965375738,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
2026,5,10,22,13579.7011423611,832.870370370381,1302.747564814,2021.53154819084,12.4906919033599,12330.7696759259,1546.80613888889,204.871761067708,17411.832992866,17600.9865846329,64651.4769675926,6270.75965375738,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
2026,5,10,23,13579.7011423611,832.870370370381,1302.747564814,2021.53154819084,12.4906919033599,12330.7696759259,1546.80613888889,204.871761067708,17411.832992866,17600.9865846329,64651.4769675926,6270.75965375738,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
2026,5,10,24,13579.7011423611,832.870370370381,1302.747564814,2021.53154819084,12.4906919033599,12330.7696759259,1546.80613888889,204.871761067708,17411.832992866,17600.9865846329,64651.4769675926,6270.75965375738,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
2026,5,11,1,13579.7011423611,832.870370370381,1302.747564814,2021.53154819084,12.4906919033599,12330.7696759259,1546.80613888889,204.871761067708,17411.832992866,17600.9865846329,64651.4769675926,6270.75965375738,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
2026,5,11,2,13579.7011423611,832.870370370381,1302.747564814,2021.53154819084,12.4906919033599,12330.7696759259,1546.80613888889,204.871761067708,17411.832992866,17600.9865846329,64651.4769675926,6270.75965375738,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
2026,5,11,3,13579.7011423611,832.870370370381,1302.747564814,2021.53154819084,12.4906919033599,12330.7696759259,1546.80613888889,204.871761067708,17411.832992866,17600.9865846329,64651.4769675926,6270.75965375738,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
2026,5,11,4,13579.7011423611,832.870370370381,1302.747564814,2021.53154819084,12.4906919033599,12330.7696759259,1546.80613888889,204.871761067708,17411.832992866,17600.9865846329,64651.4769675926,6270.75965375738,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
2026,5,11,5,13579.7011423611,832.870370370381,1302.747564814,2021.53154819084,12.4906919033599,12330.7696759259,1546.80613888889,204.871761067708,17411.832992866,17600.9865846329,64651.4769675926,6270.75965375738,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
2026,5,11,6,13579.7011423611,832.870370370381,1302.747564814,2021.53154819084,12.4906919033599,12330.7696759259,1546.80613888889,204.871761067708,17411.832992866,17600.9865846329,64651.4769675926,6270.75965375738,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
2026,5,11,7,13579.7011423611,832.870370370381,1302.747564814,2021.53154819084,12.4906919033599,12330.7696759259,1546.80613888889,204.871761067708,17411.832992866,17600.9865846329,64651.4769675926,6270.75965375738,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
2026,5,11,8,13579.7011423611,832.870370370381,1302.747564814,2021.53154819084,12.4906919033599,12330.7696759259,1546.80613888889,204.871761067708,17411.832992866,17600.9865846329,64651.4769675926,6270.75965375738,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
2026,5,11,9,13579.7011423611,832.870370370381,1302.747564814,2021.53154819084,12.4906919033599,12330.7696759259,1546.80613888889,204.871761067708,17411.832992866,17600.9865846329,64651.4769675926,6270.75965375738,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
2026,5,11,10,13579.7011423611,832.870370370381,1302.747564814,2021.53154819084,12.4906919033599,12330.7696759259,1546.80613888889,204.871761067708,17411.832992866,17600.9865846329,64651.4769675926,6270.75965375738,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
2026,5,11,11,13579.7011423611,832.870370370381,1302.747564814,2021.53154819084,12.4906919033599,12330.7696759259,1546.80613888889,204.871761067708,17411.832992866,17600.9865846329,64651.4769675926,6270.75965375738,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
2026,5,11,12,13579.7011423611,832.870370370381,1302.747564814,2021.53154819084,12.4906919033599,12330.7696759259,1546.80613888889,204.871761067708,17411.832992866,17600.9865846329,64651.4769675926,6270.75965375738,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
2026,5,11,13,13579.7011423611,832.870370370381,1302.747564814,2021.53154819084,12.4906919033599,12330.7696759259,1546.80613888889,204.871761067708,17411.832992866,17600.9865846329,64651.4769675926,6270.75965375738,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
2026,5,11,14,13579.7011423611,832.870370370381,1302.747564814,2021.53154819084,12.4906919033599,12330.7696759259,1546.80613888889,204.871761067708,17411.832992866,17600.9865846329,64651.4769675926,6270.75965375738,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
2026,5,11,15,13579.7011423611,832.870370370381,1302.747564814,2021.53154819084,12.4906919033599,12330.7696759259,1546.80613888889,204.871761067708,17411.832992866,17600.9865846329,64651.4769675926,6270.75965375738,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
2026,5,11,16,13579.7011423611,832.870370370381,1302.747564814,2021.53154819084,12.4906919033599,12330.7696759259,1546.80613888889,204.871761067708,17411.832992866,17600.9865846329,64651.4769675926,6270.75965375738,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
2026,5,11,17,13579.7011423611,832.870370370381,1302.747564814,2021.53154819084,12.4906919033599,12330.7696759259,1546.80613888889,204.871761067708,17411.832992866,17600.9865846329,64651.4769675926,6270.75965375738,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
2026,5,11,18,13579.7011423611,832.870370370381,1302.747564814,2021.53154819084,12.4906919033599,12330.7696759259,1546.80613888889,204.871761067708,17411.832992866,17600.9865846329,64651.4769675926,6270.75965375738,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
2026,5,11,19,13579.7011423611,832.870370370381,1302.747564814,2021.53154819084,12.4906919033599,12330.7696759259,1546.80613888889,204.871761067708,17411.832992866,17600.9865846329,64651.4769675926,6270.75965375738,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
2026,5,11,20,13579.7011423611,832.870370370381,1302.747564814,2021.53154819084,12.4906919033599,12330.7696759259,1546.80613888889,204.871761067708,17411.832992866,17600.9865846329,64651.4769675926,6270.75965375738,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
2026,5,11,21,13579.7011423611,832.870370370381,1302.747564814,2021.53154819084,12.4906919033599,12330.7696759259,1546.80613888889,204.871761067708,17411.832992866,17600.9865846329,64651.4769675926,6270.75965375738,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
2026,5,11,22,13579.7011423611,832.870370370381,1302.747564814,2021.53154819084,12.4906919033599,12330.7696759259,1546.80613888889,204.871761067708,17411.832992866,17600.9865846329,64651.4769675926,6270.75965375738,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
2026,5,11,23,13579.7011423611,832.870370370381,1302.747564814,2021.53154819084,12.4906919033599,12330.7696759259,1546.80613888889,204.871761067708,17411.832992866,17600.9865846329,64651.4769675926,6270.75965375738,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
2026,5,11,24,13579.7011423611,832.870370370381,1302.747564814,2021.53154819084,12.4906919033599,12330.7696759259,1546.80613888889,204.871761067708,17411.832992866,17600.9865846329,64651.4769675926,6270.75965375738,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
2026,5,12,1,13579.7011423611,832.870370370381,1302.747564814,2021.53154819084,12.4906919033599,12330.7696759259,1546.80613888889,204.871761067708,17411.832992866,17600.9865846329,64651.4769675926,6270.75965375738,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
2026,5,12,2,13579.7011423611,832.870370370381,1302.747564814,2021.53154819084,12.4906919033599,12330.7696759259,1546.80613888889,204.871761067708,17411.832992866,17600.9865846329,64651.4769675926,6270.75965375738,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
2026,5,12,3,13579.7011423611,832.870370370381,1302.747564814,2021.53154819084,12.4906919033599,12330.7696759259,1546.80613888889,204.871761067708,17411.832992866,17600.9865846329,64651.4769675926,6270.75965375738,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
2026,5,12,4,13579.7011423611,832.870370370381,1302.747564814,2021.53154819084,12.4906919033599,12330.7696759259,1546.80613888889,204.871761067708,17411.832992866,17600.9865846329,64651.4769675926,6270.75965375738,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
2026,5,12,5,13579.7011423611,832.870370370381,1302.747564814,2021.53154819084,12.4906919033599,12330.7696759259,1546.80613888889,204.871761067708,17411.832992866,17600.9865846329,64651.4769675926,6270.75965375738,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
2026,5,12,6,13579.7011423611,832.870370370381,1302.747564814,2021.53154819084,12.4906919033599,12330.7696759259,1546.80613888889,204.871761067708,17411.832992866,17600.9865846329,64651.4769675926,6270.75965375738,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
2026,5,12,7,13579.7011423611,832.870370370381,1302.747564814,2021.53154819084,12.4906919033599,12330.7696759259,1546.80613888889,204.871761067708,17411.832992866,17600.9865846329,64651.4769675926,6270.75965375738,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
2026,5,12,8,13579.7011423611,832.870370370381,1302.747564814,2021.53154819084,12.4906919033599,12330.7696759259,1546.80613888889,204.871761067708,17411.832992866,17600.9865846329,64651.4769675926,6270.75965375738,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
2026,5,12,9,13579.7011423611,832.870370370381,1302.747564814,2021.53154819084,12.4906919033599,12330.7696759259,1546.80613888889,204.871761067708,17411.832992866,17600.9865846329,64651.4769675926,6270.75965375738,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
2026,5,12,10,13579.7011423611,832.870370370381,1302.747564814,2021.53154819084,12.4906919033599,12330.7696759259,1546.80613888889,204.871761067708,17411.832992866,17600.9865846329,64651.4769675926,6270.75965375738,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
